movie_id,tag_id,relevance
568,1,0.049750000000000016
568,2,0.05625000000000002
568,3,0.07500000000000001
568,4,0.06724999999999998
568,5,0.09699999999999998
568,6,0.06874999999999998
568,7,0.0555
568,8,0.10625
568,9,0.031499999999999966
568,10,0.04649999999999999
568,11,0.026500000000000024
568,12,0.012249999999999985
568,13,0.04949999999999999
568,14,0.018000000000000016
568,15,0.015000000000000013
568,16,0.16625
568,17,0.024000000000000018
568,18,0.26875000000000004
568,19,0.0555
568,20,0.09875
568,21,0.3120000000000001
568,22,0.2025
568,23,0.0615
568,24,0.013000000000000013
568,25,0.10099999999999998
568,26,0.20875
568,27,0.07074999999999998
568,28,0.1275
568,29,0.10125
568,30,0.23775
568,31,0.012749999999999984
568,32,0.07524999999999997
568,33,0.02575
568,34,0.02250000000000002
568,35,0.035499999999999976
568,36,0.054499999999999986
568,37,0.036999999999999984
568,38,0.006749999999999978
568,39,0.006500000000000007
568,40,0.01150000000000001
568,41,0.01124999999999998
568,42,0.03375
568,43,0.013000000000000013
568,44,0.01924999999999999
568,45,0.029500000000000026
568,46,0.0685
568,47,0.020500000000000015
568,48,0.01874999999999999
568,49,0.07150000000000001
568,50,0.39825
568,51,0.08124999999999999
568,52,0.11800000000000001
568,53,0.10825
568,54,0.10149999999999998
568,55,0.07550000000000001
568,56,0.010000000000000007
568,57,0.02775
568,58,0.024500000000000025
568,59,0.058
568,60,0.006749999999999978
568,61,0.025500000000000026
568,62,0.037250000000000005
568,63,0.012000000000000009
568,64,0.032499999999999966
568,65,0.027500000000000024
568,66,0.02300000000000002
568,67,0.10975
568,68,0.018249999999999992
568,69,0.026500000000000024
568,70,0.09425
568,71,0.0037499999999999756
568,72,0.037750000000000006
568,73,0.024500000000000025
568,74,0.003000000000000003
568,75,0.11025
568,76,0.031000000000000024
568,77,0.00974999999999998
568,78,0.043999999999999984
568,79,0.11575000000000002
568,80,0.04549999999999999
568,81,0.1105
568,82,0.10499999999999997
568,83,0.058
568,84,0.016500000000000015
568,85,0.07074999999999998
568,86,0.25125
568,87,0.10549999999999997
568,88,0.04575000000000001
568,89,0.03125
568,90,0.04175000000000001
568,91,0.011749999999999984
568,92,0.0072499999999999796
568,93,0.044499999999999984
568,94,0.15075
568,95,0.031999999999999966
568,96,0.016749999999999987
568,97,0.07450000000000001
568,98,0.02124999999999999
568,99,0.1415
568,100,0.12475000000000006
568,101,0.035750000000000004
568,102,0.007000000000000006
568,103,0.006249999999999978
568,104,0.01924999999999999
568,105,0.02250000000000002
568,106,0.0025000000000000022
568,107,0.10425
568,108,0.023749999999999997
568,109,0.23325
568,110,0.04475000000000001
568,111,0.013500000000000012
568,112,0.008000000000000007
568,113,0.15600000000000006
568,114,0.01050000000000001
568,115,0.112
568,116,0.017500000000000016
568,117,0.0025000000000000022
568,118,0.05425000000000002
568,119,0.005500000000000005
568,120,0.048750000000000016
568,121,0.19125
568,122,0.171
568,123,0.0565
568,124,0.04099999999999998
568,125,0.09150000000000004
568,126,0.023249999999999996
568,127,0.01150000000000001
568,128,0.14325
568,129,0.14175
568,130,0.02575
568,131,0.01100000000000001
568,132,0.0625
568,133,0.04775000000000002
568,134,0.026500000000000024
568,135,0.032499999999999966
568,136,0.01124999999999998
568,137,0.08625
568,138,0.14650000000000002
568,139,0.02024999999999999
568,140,0.05125000000000002
568,141,0.1765
568,142,0.01124999999999998
568,143,0.1195
568,144,0.05825000000000001
568,145,0.044499999999999984
568,146,0.07474999999999997
568,147,0.020000000000000014
568,148,0.06
568,149,0.5515
568,150,0.01874999999999999
568,151,0.038250000000000006
568,152,0.02300000000000002
568,153,0.031000000000000024
568,154,0.12
568,155,0.08925
568,156,0.05075000000000002
568,157,0.02274999999999999
568,158,0.01024999999999998
568,159,0.0060000000000000045
568,160,0.08024999999999999
568,161,0.003249999999999975
568,162,0.07500000000000001
568,163,0.029000000000000026
568,164,0.58825
568,165,0.64825
568,166,0.016000000000000014
568,167,0.38299999999999995
568,168,0.03799999999999998
568,169,0.28925
568,170,0.028000000000000025
568,171,0.03949999999999998
568,172,0.11925000000000002
568,173,0.036750000000000005
568,174,0.006500000000000007
568,175,0.11800000000000001
568,176,0.04799999999999999
568,177,0.035750000000000004
568,178,0.06674999999999998
568,179,0.03425
568,180,0.024249999999999997
568,181,0.10699999999999997
568,182,0.033999999999999975
568,183,0.06
568,184,0.016749999999999987
568,185,0.03275
568,186,0.02124999999999999
568,187,0.05025000000000002
568,188,0.4405
568,189,0.02124999999999999
568,190,0.044499999999999984
568,191,0.04575000000000001
568,192,0.19275
568,193,0.017249999999999988
568,194,0.1905
568,195,0.25925
568,196,0.06824999999999998
568,197,0.10325
568,198,0.025000000000000026
568,199,0.031999999999999966
568,200,0.016500000000000015
568,201,0.11800000000000001
568,202,0.013500000000000012
568,203,0.18475000000000005
568,204,0.07674999999999997
568,205,0.02250000000000002
568,206,0.020500000000000015
568,207,0.0072499999999999796
568,208,0.014249999999999985
568,209,0.01024999999999998
568,210,0.003500000000000003
